# 规划纵一路 面试转写

音频文件：规划纵一路.m4a
转录模型：whisper.cpp small

说明：这是机器原始转写，未逐句人工改写。录音中的 RAG、Agent、召回、数据集、UI 自动化、XPath、AGENTS.md、Skill、MCP、DeepEval / Ragas 及部分支付渠道名称存在明显识别误差；请以《伊智面试题整理》中按上下文校正后的术语为准。

[00:00:00 - 00:00:29] 好 现在就自我介绍 对 面试官你好 我叫梁天泰是
[00:00:29 - 00:00:34] 来面试这个女人技术工程师的这么一个岗位
[01:32:10 - 01:32:11] 你都不用反应这个用力
[01:32:11 - 01:32:12] 不用反设计文
[01:32:12 - 01:32:13] 你自己也问他
[01:32:13 - 01:32:14] 对
[01:32:14 - 01:32:15] 他就会给你答案
[01:32:15 - 01:32:16] 告诉你这会彼此结果是什么样的
[01:32:16 - 01:32:17] 然后你就算是
[01:32:17 - 01:32:19] 尤其是做到一些
[01:32:19 - 01:32:21] 比如说你做到一些
[01:32:21 - 01:32:23] 奋用
[01:32:23 - 01:32:24] 奋战
[01:32:24 - 01:32:26] 这种需求的时候
[01:32:26 - 01:32:28] 那你要自己双眼
[01:32:28 - 01:32:30] 都不需要就直接丢给他
[01:32:30 - 01:32:32] 说我下一个打怎么样
[01:32:32 - 01:32:35] 这就是我也有未来也想这样子
[01:32:35 - 01:32:37] 去完成我自己的支持
[01:32:37 - 01:32:39] 他就会直接就告诉你
[01:32:39 - 01:32:41] 谁谁谁分多少钱
[01:32:41 - 01:32:42] 怎么样怎么样的
[01:32:42 - 01:32:45] 那你要做的就是更狠一点的
[01:32:45 - 01:32:46] 就是你再挂个数据
[01:32:46 - 01:32:48] 把你的测试的
[01:32:48 - 01:32:50] 测试网进的数据库挂给他
[01:32:50 - 01:32:52] 告诉他库表在哪里
[01:32:52 - 01:32:54] 那自己丢给他他自己就算算了
[01:32:54 - 01:32:56] 自己去找数据库挂对对
[01:32:56 - 01:32:58] 然后就告诉你过没过
[01:32:58 - 01:33:01] 这方式你要做的就是
[01:33:01 - 01:33:02] 甚至更更
[01:33:02 - 01:33:03] 这个可言
[01:33:03 - 01:33:05] 这个就是你可能本地写一个
[01:33:05 - 01:33:07] 他能够连接出去过那些文档
[01:33:07 - 01:33:08] 让他自己读
[01:33:08 - 01:33:10] 这样基本上其实我们现在就是这么做
[01:33:10 - 01:33:11] 是现在
[01:33:11 - 01:33:12] 而且
[01:33:12 - 01:33:14] 而且如果有有有有
[01:33:14 - 01:33:15] 有api force结果文档的话
[01:33:15 - 01:33:17] 用mgp去接也更快
[01:33:17 - 01:33:18] 是这样
[01:33:18 - 01:33:19] 所以所以说
[01:33:19 - 01:33:21] 这个东西就是一个
[01:33:21 - 01:33:23] 这个东西的用处就是很大
[01:33:23 - 01:33:26] ok 要讲完了那个
[01:33:26 - 01:33:28] 讲完了a准讲完了a i
[01:33:28 - 01:33:30] 那功能测试
[01:33:30 - 01:33:32] 功能测试这里面的话
[01:33:32 - 01:33:33] 给我的感觉是
[01:33:33 - 01:33:35] 第一个就是
[01:33:35 - 01:33:39] 你捡了其实测试点你捡了其实
[01:33:39 - 01:33:40] 我没有听全
[01:33:40 - 01:33:41] 但是
[01:33:41 - 01:33:43] 就说有一些
[01:33:43 - 01:33:44] 比较容易漏的点
[01:33:44 - 01:33:46] 其实你是有捡到的
[01:33:46 - 01:33:50] 但是你在设计测试用力的
[01:33:50 - 01:33:53] 就是说设计测试点的时候
[01:33:53 - 01:33:56] 你是想到哪讲到哪的
[01:33:56 - 01:33:58] 是不是一听其实就听出来了
[01:33:58 - 01:33:59] 你是想到哪就讲到哪的
[01:33:59 - 01:34:00] 对对
[01:34:00 - 01:34:02] 就是说你就缺乏了一个
[01:34:02 - 01:34:03] 完整的一个
[01:34:03 - 01:34:05] 我知道就是种什么正常一场
[01:34:05 - 01:34:07] 这种结构化实录
[01:34:07 - 01:34:10] 不是这种是你缺乏了
[01:34:10 - 01:34:13] 你设置测试用力的
[01:34:13 - 01:34:17] 自己设计测试用力的那一个
[01:34:17 - 01:34:18] 狂
[01:34:18 - 01:34:19] 就是你关心
[01:34:19 - 01:34:20] 怎么样去设计用力的
[01:34:20 - 01:34:22] 就是说你做多了之后
[01:34:22 - 01:34:23] 平时你是怎么设计的
[01:34:23 - 01:34:26] 会有一点有一个框在那里
[01:34:26 - 01:34:29] 最近因为最近一直在写脚本
[01:34:29 - 01:34:30] 所以之前
[01:34:30 - 01:34:33] 就像我之前那个自动AI人物设计的话
[01:34:33 - 01:34:35] 我是把一开始写功能
[01:34:35 - 01:34:37] 课四不断的功能测试写成那个框
[01:34:37 - 01:34:40] 我就说我简单回忆说一下那个框
[01:34:40 - 01:34:44] 就是先从输入
[01:34:44 - 01:34:46] 输入到输出
[01:34:46 - 01:34:49] 总体是这么一个
[01:34:49 - 01:34:52] AI规则的一个试录
[01:34:52 - 01:34:55] 然后就考虑一些什么正常
[01:34:55 - 01:34:57] 异常
[01:34:57 - 01:35:00] 异常这种并发兼容性
[01:35:00 - 01:35:03] 这种试录
[01:35:03 - 01:35:06] 就是怎么说呢
[01:35:06 - 01:35:09] 你就学少了这一个
[01:35:09 - 01:35:11] 所谓的框是什么呢
[01:35:11 - 01:35:14] 就是比如说按我自己个人的做法
[01:35:14 - 01:35:17] 比如说我测一个假设我
[01:35:17 - 01:35:20] 举一个下单的流程的举例
[01:35:20 - 01:35:23] 比如说那下单流程
[01:35:23 - 01:35:25] 如果你问我下单流程的数字点
[01:35:25 - 01:35:27] 我首先第一反应就是下单流程是怎么样的
[01:35:27 - 01:35:30] 从搜索商品到添加商品
[01:35:30 - 01:35:32] 假设是走购物车
[01:35:32 - 01:35:33] 就添加到购物车对吧
[01:35:33 - 01:35:35] 购物车了之后就游会
[01:35:35 - 01:35:37] 添加游会了之后就下单
[01:35:37 - 01:35:38] 下单就给钱
[01:35:38 - 01:35:40] 给钱了之后就发货
[01:35:40 - 01:35:42] 发货完了之后就交易完成了
[01:35:42 - 01:35:43] 交易完成了之后
[01:35:43 - 01:35:46] 这次这歌就是主流程的
[01:35:46 - 01:35:48] 一个亮度是这样的
[01:35:48 - 01:35:51] OK在我脑子里面有这么想一下
[01:35:51 - 01:35:52] 主流程是这样的
[01:35:52 - 01:35:54] 那我就会从第一步到
[01:35:54 - 01:35:56] 往后面逐步去讲
[01:35:56 - 01:35:57] 就说搜索商品
[01:35:57 - 01:35:59] 那就肯定是各种搜索嘛
[01:35:59 - 01:36:00] 搜索完了之后就
[01:36:00 - 01:36:02] 这个可能我讲了
[01:36:02 - 01:36:03] 没有讲出来
[01:36:03 - 01:36:05] 对 其实就是缺的就是这个点
[01:36:05 - 01:36:08] 你这后来叫合作商品进行怎么样的
[01:36:08 - 01:36:09] 押到购物车
[01:36:09 - 01:36:10] 购物车是一个节点
[01:36:10 - 01:36:12] 正常改成完了之后
[01:36:12 - 01:36:15] 到了游会的这里的正常改成完了之后
[01:36:15 - 01:36:17] 再往下走 走到了
[01:36:17 - 01:36:18] 选择支付
[01:36:18 - 01:36:21] 这个可能我自己可能个人比较疑惮
[01:36:21 - 01:36:22] 因为做是这样子
[01:36:22 - 01:36:23] 做可能讲没有
[01:36:23 - 01:36:24] 把这个事录讲得好
[01:36:24 - 01:36:25] 这是一个点
[01:36:25 - 01:36:26] 重点的是
[01:36:26 - 01:36:29] 就说你从第一步讲到最后一步了
[01:36:29 - 01:36:30] 对吧 你这边走
[01:36:30 - 01:36:31] 走到了这一段程度
[01:36:31 - 01:36:33] 那这个事还没完了
[01:36:33 - 01:36:34] 这个时候你觉得
[01:36:34 - 01:36:37] 还去一个点就是把它回来
[01:36:37 - 01:36:39] 避还 避还
[01:36:39 - 01:36:41] 设计用力也是要避还
[01:36:41 - 01:36:43] 就是说我走到这一晚上之后
[01:36:43 - 01:36:45] 就开始往回走
[01:36:45 - 01:36:46] 怎么往回走呢
[01:36:46 - 01:36:47] 就是说
[01:36:47 - 01:36:49] 你刚才又讲到了就是退款
[01:36:49 - 01:36:51] 退货退款
[01:36:51 - 01:36:53] 然后见到资产怎么样的
[01:36:53 - 01:36:55] 或者有没有回来
[01:36:55 - 01:36:56] 然后人的资产有没有回来
[01:36:56 - 01:36:57] 一个人没有回来
[01:36:57 - 01:36:58] 钱也没有回来
[01:36:58 - 01:36:59] 然后怎么样怎么样的
[01:36:59 - 01:37:01] 然后这个时候
[01:37:01 - 01:37:02] 反正就是
[01:37:02 - 01:37:07] 你要有一个自止的一个死入去
[01:37:07 - 01:37:09] 就是说我给你一个东西
[01:37:09 - 01:37:11] 你设置设置用力的
[01:37:11 - 01:37:13] 逻辑是怎么样的
[01:37:13 - 01:37:15] 你的款是怎么样的
[01:37:15 - 01:37:17] 你永远是按照你的款来走
[01:37:17 - 01:37:19] 这样子的话
[01:37:19 - 01:37:20] 你去面试的时候
[01:37:20 - 01:37:22] 你再问你设置用力
[01:37:22 - 01:37:23] 你的完全都不成了
[01:37:23 - 01:37:24] 就比如说
[01:37:24 - 01:37:26] 就拿一个很简单的
[01:37:26 - 01:37:28] 就图表你来问我
[01:37:28 - 01:37:30] 一个电梯怎么签
[01:37:30 - 01:37:32] 可能我刚才没有理解到
[01:37:32 - 01:37:33] 你说支付
[01:37:33 - 01:37:34] 因为支付我只理解到
[01:37:34 - 01:37:36] 这种就直接去选中支付方式
[01:37:36 - 01:37:37] 再去下单
[01:37:37 - 01:37:39] 我就想到了这么一个流程
[01:37:39 - 01:37:41] 其实我一开始
[01:37:41 - 01:37:43] 我没有问你那么复杂的
[01:37:43 - 01:37:45] 我问你的支付
[01:37:45 - 01:37:47] 你支付你一开始有没有
[01:37:47 - 01:37:49] 减到就是说支付的
[01:37:49 - 01:37:51] 这个东西是怎么支付的
[01:37:51 - 01:37:52] 一个支付
[01:37:52 - 01:37:53] 有有有会的支付
[01:37:53 - 01:37:54] 没有有会的支付
[01:37:54 - 01:37:56] 然后第三弯支付
[01:37:56 - 01:37:57] 减到这些东西
[01:37:57 - 01:38:00] 有没有有不足的情况
[01:38:00 - 01:38:02] 然后没钱的情况
[01:38:02 - 01:38:03] 超时你是有减了
[01:38:03 - 01:38:05] 然后取消支付
[01:38:05 - 01:38:06] 然后再重复支付
[01:38:06 - 01:38:07] 然后并把支付
[01:38:07 - 01:38:09] 然后入版支付什么的
[01:38:09 - 01:38:10] 其实一开始
[01:38:10 - 01:38:13] 你是有很多个点是
[01:38:13 - 01:38:14] 减的减的
[01:38:14 - 01:38:16] 又补充一个点回来
[01:38:16 - 01:38:17] 减的减的减的
[01:38:17 - 01:38:18] 又补充一个点回来
[01:38:18 - 01:38:20] 减的减的又补充一个点回来
[01:38:20 - 01:38:21] 其实这个
[01:38:21 - 01:38:25] 这个就是你在面这个东西的时候
[01:38:25 - 01:38:28] 的一个
[01:38:28 - 01:38:30] 弱的一个点就在这里
[01:38:30 - 01:38:32] 为什么我刚才你在减一半的时候
[01:38:32 - 01:38:35] 我会跟你说减具体的测试点
[01:38:35 - 01:38:37] 就是一般让你列测试点的时候
[01:38:37 - 01:38:39] 你去直接列测试点就好了
[01:38:39 - 01:38:41] 没有减那么多东西
[01:38:41 - 01:38:42] 直接列测试点
[01:38:42 - 01:38:44] 那时候支付的测试点
[01:38:44 - 01:38:48] 那你就直接列测测试点
[01:38:48 - 01:38:48] 对吧
[01:38:48 - 01:38:50] 或者说你跟一般以下面子
[01:38:50 - 01:38:52] 就是说我是减列测测的
[01:38:52 - 01:38:54] 还是说整个下单的练路的
[01:38:54 - 01:38:55] 对吧
[01:38:55 - 01:38:56] 如果是减之支付的
[01:38:56 - 01:38:57] 那你就减之支付的
[01:38:57 - 01:38:59] 你要是下单练路的
[01:38:59 - 01:39:01] 你就整个下单的练路就
[01:39:01 - 01:39:03] 从头到脚列过去
[01:39:03 - 01:39:05] 然后再从脚到头
[01:39:05 - 01:39:06] 再列回来
[01:39:06 - 01:39:07] 这样走一个避免回来
[01:39:07 - 01:39:08] 明白
[01:39:08 - 01:39:12] 就是为什么我问你测试点
[01:39:12 - 01:39:13] 考核了
[01:39:13 - 01:39:14] 不是说你有没有路车
[01:39:14 - 01:39:16] 有没有想到哪些点
[01:39:16 - 01:39:17] 没想到哪些点
[01:39:17 - 01:39:19] 我就是可能就不以为这样子
[01:39:19 - 01:39:20] 就是我们
[01:39:20 - 01:39:21] 就是我不知道其他人
[01:39:21 - 01:39:22] 就是我个人来讲
[01:39:22 - 01:39:23] 我不是考核测试谁的
[01:39:23 - 01:39:24] 我考核的是
[01:39:24 - 01:39:28] 你设置测试用力的那个逻辑
[01:39:28 - 01:39:29] 是怎么样的
[01:39:29 - 01:39:31] 你有没有自己的一套方法
[01:39:31 - 01:39:32] 论证里面
[01:39:32 - 01:39:33] 你是怎么做的
[01:39:33 - 01:39:36] 就是一般我面对这种
[01:39:36 - 01:39:38] 比如说我问你测试点的时候
[01:39:38 - 01:39:40] 你是想到一个减一个
[01:39:40 - 01:39:42] 想到一个减一个
[01:39:42 - 01:39:43] 基本上在这种的话
[01:39:43 - 01:39:44] 在我看来
[01:39:44 - 01:39:46] 其实就不是我想要的
[01:39:46 - 01:39:48] 因为我想要的是那种
[01:39:48 - 01:39:51] 它有这一套方法论在里面
[01:39:51 - 01:39:53] 就是可能平时做的时候
[01:39:53 - 01:39:54] 可能会没有
[01:39:54 - 01:39:55] 每个
[01:39:55 - 01:39:56] 就是说可能感觉不出来
[01:39:56 - 01:39:58] 但是在某一个时刻
[01:39:58 - 01:40:00] 你没有时刻按照你的
[01:40:00 - 01:40:02] 这种方法论去做事情的时候
[01:40:02 - 01:40:04] 可能在某一个点就会录掉
[01:40:04 - 01:40:05] 我跟你说
[01:40:05 - 01:40:06] 我面临了很多人
[01:40:06 - 01:40:07] 他都是这样的
[01:40:07 - 01:40:10] 给他减一个下单的留证
[01:40:10 - 01:40:13] 他就是想到一个减一个
[01:40:13 - 01:40:14] 什么一个减一个
[01:40:14 - 01:40:15] 这种减
[01:40:15 - 01:40:17] 完了之后是没有
[01:40:17 - 01:40:19] 没有关于推款
[01:40:19 - 01:40:21] 这个东西的用力在里面
[01:40:21 - 01:40:22] 那你想一想
[01:40:22 - 01:40:25] 下单怎么可能会不做推款
[01:40:25 - 01:40:26] 对吧
[01:40:26 - 01:40:28] 说支付怎么可能会没有推款
[01:40:28 - 01:40:29] 对吧
[01:40:29 - 01:40:30] 就是说这里
[01:40:30 - 01:40:32] 就是因为他没有
[01:40:32 - 01:40:35] 没有自己的一个逻辑在里面
[01:40:35 - 01:40:36] 所以说他显得
[01:40:36 - 01:40:37] 显得一点的时候
[01:40:37 - 01:40:38] 一显到下单
[01:40:38 - 01:40:40] 真的蛮老子都是下单的
[01:40:40 - 01:40:44] 这个时候他就会少了那种
[01:40:44 - 01:40:47] 闭黄相关的内容
[01:40:47 - 01:40:48] 对
[01:40:48 - 01:40:50] 所以说为什么要
[01:40:50 - 01:40:52] 就是说我个人的考
[01:40:52 - 01:40:53] 就是这样子
[01:40:53 - 01:40:54] 为什么我要问你
[01:40:54 - 01:40:56] 我基本上一般都是
[01:40:56 - 01:40:58] 问下单的留证的
[01:40:58 - 01:41:00] 下单我们有
[01:41:00 - 01:41:03] 而且是拼命级的
[01:41:03 - 01:41:04] 是
[01:41:04 - 01:41:05] 所以我都会问下单的留证
[01:41:05 - 01:41:07] 或者支付留证那样子
[01:41:07 - 01:41:09] 其实就是这么一个点
[01:41:09 - 01:41:10] 明白
[01:41:10 - 01:41:14] 所以说在这几个环节
[01:41:14 - 01:41:16] 其实都是我问的
[01:41:16 - 01:41:17] 都是其实都是跟我们
[01:41:17 - 01:41:18] 现在做的
[01:41:18 - 01:41:20] 在我们现在的重点
[01:41:20 - 01:41:21] 在哪里我就会拿
[01:41:21 - 01:41:24] 每些东西来考核
[01:41:24 - 01:41:26] 来面试来问
[01:41:26 - 01:41:29] 是这么一个我寄
[01:41:29 - 01:41:30] 好
[01:41:30 - 01:41:32] 我知道
[01:41:32 - 01:41:34] 非常感谢面试官
[01:41:34 - 01:41:36] 给我讲这么多
[01:41:36 - 01:41:37] 按照面试的留证
[01:41:37 - 01:41:38] 你要告诉我
[01:41:38 - 01:41:40] 你预期是多少小时
[01:41:40 - 01:41:42] 7万新支
[01:41:42 - 01:41:43] 对对对
[01:41:43 - 01:41:44] 8K
[01:41:44 - 01:41:47] 因为我要介入一下
[01:41:47 - 01:41:50] 那没有其他问题的话
[01:41:50 - 01:41:51] 我们就试验试
[01:41:51 - 01:41:52] 你想到这
[01:41:52 - 01:41:53] 好
[01:41:53 - 01:41:54] 而这个是你带来的
[01:41:54 - 01:41:56] 不是我们打的
[01:41:56 - 01:41:57] 你要不
[01:41:57 - 01:41:58] 拿去采营
[01:41:58 - 01:42:00] 应该两块的一张
[01:42:00 - 01:42:01] 因为我们是有
[01:42:01 - 01:42:03] 电视打存体
[01:42:03 - 01:42:05] 所以刚才来的那个
[01:42:05 - 01:42:07] HR就没有给我打
[01:42:07 - 01:42:11] 我们都有存的
[01:42:11 - 01:42:12] 上次有一个面试的
[01:42:12 - 01:42:13] 说
[01:42:13 - 01:42:14] 面板能不能把
[01:42:14 - 01:42:16] 那个弯净给打
[01:42:16 - 01:42:17] 我觉得他可以
[01:42:17 - 01:42:25] 打不回来
